"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"U3";"tc5006p";1;"HD36106";;;
2;"R18,R17,R16,R15,R6,R5,R4,R3,R2,R1,R14,R13,R12,R11,R10,R9,R8,R7";"R_0805_2012Metric";18;"10k";;;
3;"D5,D4";"D_SOD-123";2;"SS36";;;
4;"J1";"TestPoint_Pad_2.0x2.0mm";1;"Conn_01x01_Male";;;
5;"U1";"rp2040-zero";1;"rp2040-zero";;;
6;"R28,R27";"R_0805_2012Metric";2;"R_Small";;;
7;"D3,D2";"D_SOD-123";2;"Schottky";;;
8;"D1";"D_SOD-123";1;"4148";;;
9;"U2";"SO-20_12.8x7.5mm_P1.27mm";1;"40244";;;
